ENSEBLG00005025539	1689.70895627216	-4.53430533761222	0.0944095234773816	-48.0280502495973	0	0
ENSEBLG00005001463	1036.62201439888	-4.60646819792308	0.123907515755772	-37.1766649490629	1.6262794433695e-302	1.27695461893373e-298
ENSEBLG00005012739	596.831256357379	-3.83051672230501	0.108326356629532	-35.3608931518401	6.81916634473121e-274	3.56960627592196e-270
ENSEBLG00005023677	328.223673066843	-4.29494100047342	0.125258805149061	-34.288535607236	1.16309050365196e-257	4.56629331733761e-254
ENSEBLG00005024966	2468.68448425547	-2.65410236427902	0.0848391732154215	-31.2839253812598	7.72055635516858e-215	2.42487234003135e-211
ENSEBLG00005023737	3850.51809966725	-2.66106756756141	0.0874632239346889	-30.4249883305067	2.56686017237498e-203	6.71832869116279e-200
ENSEBLG00005024159	2895.185834725	-3.15923812856621	0.107198999682981	-29.4707799317998	6.82081641669482e-191	1.53020144296822e-187
ENSEBLG00005018270	2067.52325130358	-3.22929940086821	0.109724425850135	-29.4309983930003	2.20415331176472e-190	4.32675295099414e-187
ENSEBLG00005022446	398.702444385106	-3.90808282821712	0.133577196329655	-29.2571107614233	3.64608346786294e-188	6.36201053103551e-185
ENSEBLG00005005458	993.908844404381	-3.77787730935367	0.131966130774542	-28.6276280677501	3.04466911606751e-180	4.78134837987241e-177
ENSEBLG00005026765	3580.95786421968	-11.5659093258243	0.413016271282901	-28.0035197884541	1.47208978324387e-172	2.10160890509652e-169
ENSEBLG00005010822	197.00769637769	-3.90586059678609	0.140294181285993	-27.8405031554652	1.40366762260108e-170	1.83693302877727e-167
ENSEBLG00005017555	16580.5645198538	-8.20411706712579	0.304840402986818	-26.9128271277103	1.55445888782809e-159	1.87778633649633e-156
ENSEBLG00005024972	3315.21358351301	-2.66065200305716	0.100330189269146	-26.5189572793457	5.8595551279343e-155	6.5727466949343e-152
ENSEBLG00005005288	582.428118666384	-2.57127844477191	0.097191371346567	-26.4558304831732	3.12654774088004e-154	3.27328704818535e-151
ENSEBLG00005017987	1812.91262242714	-2.681235008346	0.101499439753868	-26.4162542655199	8.91433634671312e-154	8.74942112429893e-151
ENSEBLG00005027718	956.453409486526	-4.0142206050074	0.15285006591091	-26.2624721885767	5.14916412866359e-152	4.75661608685488e-149
ENSEBLG00005008653	5693.38654951068	-2.10897009288326	0.0819322083914818	-25.7404277791018	4.12577819415125e-146	3.59951226449729e-143
ENSEBLG00005003284	688.171460052086	-3.10963118237401	0.121217675247451	-25.6532818009096	3.88618605044181e-145	3.21203503874411e-142
